OBJECTID,GEOID,FIPS,AreaSqMiles,STFIPS,County,NCALHDRegion,Geography,TotPop,Males,Females,Pop18up,PctPop18up,NumWhite,PctWhite,NumBlack,PctBlack,NumNative,PctNative,NumAsian,PctAsian,NumPI,PctPI,NumOther,PctOther,NumNonWhite,PctNonWhite,NumHisp,PctHisp,NumHU,NumOccHU,NumOccOwn,NumOccRent,PctOccRent,NumHHNoCar,PctHHNoCar,NumCrowdHH,PctCrowdHH,Num30PctRent,Pct30PctRent,NumFamilies,Num1Parent,Pct1Parent,AveFamSize,PopBelPov,PctBelPov,ConPov,Pop25up,Pop25upLTHS,Pct25upLTHS,LaborForce,NumEmp,NumUnEmp,PctUnEmp,MedInc,NumIns,PctIns,NumNoIns,PctNoIns,NumHHLimEng,PctHHLimEng,FoodDesert,LowAccess,ZPoverty,ZMedInc,ZUnEmp,ZNoIns,ZPctRent,ZPct30Rent,ZCrowdedHH,ZHHNoCar,ZEduLTHS,ZHHLimEng,ZFam1Parent,ZLowAccessFood,Economic,Housing,Social,Index_,IndexNote,PopDensity,NCALHDRegion_1,Cnt_NCALHDRegion,Ave_PctOccRent,SD_PctOccRent,Ave_PctHHNoCar,SD_PctHHNoCar,Ave_PctCrowdHH,SD_PctCrowdHH,Ave_Pct30PctRent,SD_Pct30PctRent,Ave_Pct1Parent,SD_Pct1Parent,Ave_PctBelPov,SD_PctBelPov,Ave_Pct25upLTHS,SD_Pct25upLTHS,Ave_PctUnEmp,SD_PctUnEmp,Ave_MedInc,SD_MedInc,Ave_PctNoIns,SD_PctNoIns,Ave_PctHHLimEng,SD_PctHHLimEng,Ave_LowAccess,SD_LowAccess,Shape__Area,Shape__Length
116,37081010100,081,0.419552764532528,37081,Guilford,5,"Tract 101, Guilford",1746,923,823,1264,72.4,340,19.5,1350,77.3,48,2.7,15,0.9,0,0,59,3.4,1472,84.3069873997709,169,9.7,729,635,192,443,69.8,119,18.7,26,4.09448818897638,287,65.675057208238,383,202,52.7415143603133,3.55,574,32.9,Yes,1151,359,31.1902693310165,748,654,94,12.5668449197861,25806,1326,75.9,420,24.1,30,4.7,1,615.245839305222,1.09621223701306,1.10609977245977,1.00733141510475,1.51050891826692,1.32608964516553,1.14247682366801,0.59320321608484206,1.52416794851102,1.72910577467888,0.421329115365894,1.26337856897367,-0.317937897522167,1.18003808571112,1.14648440835735,0.773968890374068,1.03349712814751,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,4161.57429434512,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,11696413.00354,13949.4281491949
117,37081010200,081,1.35565517963609,37081,Guilford,5,"Tract 102, Guilford",4780,2144,2636,3802,79.5,2537,53.1,1793,37.5,7,0.1,66,1.4,0,0,384,8,2250,47.071129707113,585,12.2,2405,2232,665,1567,70.2,240,10.8,87,3.89784946236559,780,51.8272425249169,1020,630,61.7647058823529,2.95,1615,34.8,Yes,3074,317,10.3122966818478,2322,2182,140,6.02928509905254,23040,3910,82.2,846,17.8,12,0.5,1,507.518095491454,1.23940355332552,1.22715419255984,-0.35468820235139,0.641823200372804,1.34334400306908,0.2703988880355,0.519709634093609,0.450833105137868,-0.381339516378336,-0.681841177679955,1.78040856781683,-0.427109004340531,0.688423185976693,0.646071407584013,0.0725297173545017,0.469008103638403,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,3525.97037344197,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,37793346.1806641,30999.3116671896
118,37081010300,081,1.22802571053924,37081,Guilford,5,"Tract 103, Guilford",2925,1395,1530,2055,70.3,719,24.6,1068,36.5,37,1.3,917,31.4,0,0,284,9.7,2306,78.8376068376068,446,15.2,1050,905,419,486,53.7,87,9.6,103,11.3812154696133,244,54.2222222222222,613,220,35.8890701468189,3.84,824,29.5,Yes,1691,647,38.2613837965701,1290,1154,136,10.5426356589147,31315,2000,72.2,769,27.8,112,12.4,1,855.831983370706,0.839975144664443,0.864997530836013,0.585612486522337,2.02068941925235,0.631601739547847,0.421224776312543,3.31661227226342,0.287794901081186,2.44388783120908,2.44380798594995,0.297731415089707,-0.0741283206856133,1.07781864531879,1.16430842230125,1.27782472789078,1.17331726517027,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,2381.87195503879,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,34235255.024292,28439.4153910913
119,37081010401,081,0.62173438111892,37081,Guilford,5,"Tract 104.01, Guilford",1534,712,822,1266,82.5,1449,94.5,35,2.3,28,1.8,94,6.1,0,0,12,0.8,169,11.0169491525424,34,2.2,877,803,466,337,42,42,5.2,8,0.99626400996264,155,45.9940652818991,363,49,13.4986225895317,2.77,65,4.2,No,1155,45,3.8961038961039,890,869,21,2.35955056179775,52688,1353,88.2,181,11.8,22,2.7,0,215.00958879292,-1.06673027781201,-0.0703951375656008,-1.11923194155293,-0.185496530954926,0.126911770869157,-0.0969504219171055,-0.564755832227445,-0.310011847126646,-1.02991895839267,-0.103990071798796,-0.985244020637862,-0.723536612490112,-0.610463471971367,-0.21120158260051,-0.71067241582986,-0.510779156800579,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,2467.29157432037,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,17332890.4376221,18904.1924445373
120,37081010403,081,0.614206360255051,37081,Guilford,5,"Tract 104.03, Guilford",1637,641,996,1251,76.4,1344,82.1,277,16.9,28,1.7,14,0.9,13,0.8,0,0,332,20.2810018326207,45,2.7,827,745,499,246,33,31,4.2,26,3.48993288590604,57,23.6514522821577,349,92,26.3610315186246,3.11,133,8.1,No,1155,58,5.02164502164502,985,924,61,6.19289340101523,51813,1502,91.8,135,8.2,28,3.8,0,46.711570084095,-0.772811260118015,-0.0321006265071901,-0.320602439014257,-0.681888369751565,-0.261311281960604,-1.50399552376402,0.367251108378316,-0.44587701717388,-0.916143880313713,0.184935481141783,-0.248226385859125,-0.894089529754792,-0.451850673847757,-0.460983178630047,-0.468381078696462,-0.460404977058089,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,2665.22801769788,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,17123022.0999756,22189.1233335055
121,37081010404,081,1.22197729426439,37081,Guilford,5,"Tract 104.04, Guilford",2552,1296,1256,1951,76.4,2481,97.2,36,1.4,22,0.9,35,1.4,0,0,0,0,93,3.64420062695925,34,1.3,1079,1040,955,85,8.2,0,0,0,0,50,58.8235294117647,808,46,5.69306930693069,2.85,70,2.7,No,1884,11,0.583864118895966,1108,1093,15,1.35379061371841,158125,2511,98.4,41,1.6,0,0,0,197.302038784793,-1.17977605384817,-4.6848618375263396,-1.32876956985749,-1.59194007421207,-1.33108147198039,0.710996019417083,-0.937108786109356,-1.01651073137227,-1.36473599058852,-0.813170974471128,-1.4325031965975,-0.741481412640857,-2.19633688386102,-0.643426242511232,-1.0879728935745001,-1.30924533998225,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,2088.41850988423,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,34066635.527832,25938.989553531
122,37081010500,081,1.07566790510307,37081,Guilford,5,"Tract 105, Guilford",2254,990,1264,1921,85.2,2073,92,160,7.1,41,1.8,0,0,0,0,0,0,201,8.91748003549246,25,1.1,1247,1144,666,478,41.8,95,8.3,0,0,191,44.6261682242991,501,123,24.5508982035928,2.73,229,10.3,No,1747,30,1.71722953634803,1302,1259,43,3.3026113671275,60833,2105,94.7,117,5.3,8,0.7,0,612.706316341063,-0.607010788598323,-0.426862329075035,-0.922756903077642,-1.08175957322663,0.118284591917385,-0.183094905319706,-0.937108786109356,0.111170180019782,-1.25016999567598,-0.629309258963486,-0.351947250421392,-0.320511445644247,-0.759597398494409,-0.222687229872974,-0.637984487676277,-0.540089705347887,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,2095.44227294205,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,29987780.1700439,24087.588095023
123,37081010601,081,0.914333810759575,37081,Guilford,5,"Tract 106.01, Guilford",2673,1277,1396,2232,83.5,2274,85.1,273,10.2,0,0,143,5.3,0,0,76,2.8,492,18.4062850729517,119,4.5,1411,1240,620,620,50,26,2.1,8,0.645161290322581,378,63.3165829145729,542,176,32.4723247232472,2.77,725,27.7,Yes,1784,58,3.25112107623318,1653,1523,130,7.86448880822747,47981,2184,83.3,439,16.7,0,0,1,1171.08089462365,0.704320213421059,0.135607449350901,0.0276537604704592,0.490147916296053,0.471998928940056,0.99394989430788,-0.695980220006796,-0.731193874273073,-1.09511690542912,-0.813170974471128,0.101951476463586,0.245344373593256,0.339432334884618,0.00969368224201678,-0.390248007460851,-0.0137073301114055,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,2923.43996092568,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,25490061.7462158,20226.2782466203
124,37081010602,081,0.732011013440576,37081,Guilford,5,"Tract 106.02, Guilford",3886,1641,2245,3637,93.6,2763,71.1,941,24.2,30,0.8,172,4.4,0,0,36,0.9,1179,30.3396809058157,227,5.8,1920,1645,615,1030,62.6,76,4.6,28,1.70212765957447,574,58.2150101419878,465,86,18.494623655914,2.7,1388,36.5,Yes,1943,17,0.874935666495111,2483,2367,116,4.67176802255336,40654,3533,90.9,353,9.1,51,3.1,1,2784.18978303727,1.36752209949983,0.456274743665158,-0.63751007166105,-0.557790410052405,1.01551120290172,0.672673999609958,-0.300939803200475,-0.391530949154987,-1.33531308697073,0.00107376563414165,-0.698972536843824,1.88006609459295,0.157124090362883,0.248928612539055,-0.0382864408968667,0.12258875400169,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,5308.66329692929,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,20407214.2044678,18643.2848545765
125,37081010701,081,0.473407376358941,37081,Guilford,5,"Tract 107.01, Guilford",1806,821,985,1637,90.6,1584,87.7,142,7.9,44,2.4,79,4.4,0,0,15,0.8,280,15.5038759689922,26,1.4,1043,905,370,535,59.1,50,5.5,0,0,276,56.441717791411,363,58,15.9779614325069,2.59,356,20.5,Yes,1192,94,7.88590604026846,1127,1086,41,3.6379769299024,50391,1704,94.4,102,5.6,26,2.9,1,594.812809441238,0.161700488447522,0.0301334246071641,-0.852887641756316,-1.04039358666025,0.864535571245703,0.560999402012508,-0.937108786109356,-0.269252296112475,-0.626610682781086,-0.0514581530823274,-0.843177595916168,-0.338644694183202,-0.425361828840469,0.0547934727590951,-0.464972781490696,-0.278513712524023,The Social Determinants of Health (SDOH) Index combines 12 indicators into three equally weighted domains.  The z-scores for each are shown here along with the percentage for each indicator for the Census Tract selected.,3814.89619762637,5,318,39.0578616352201,23.1825491412705,7.48176100628931,7.36023809231124,2.50731932508481,2.67559045678633,47.5335509417491,15.879102219548,30.6930707144973,17.4519690196482,18.3544025157233,13.2689610580432,14.0847687884361,9.89268603059124,7.73175348560302,4.79990136481575,51079.525478,22849.227626,13.1452830188679,7.25233518892491,3.09591194968553,3.80720911945863,928.980245515294,986.778891900418,13197787.4084473,16126.7655040196
